token,freq
essential,81
fully,80
session,80
offer,80
twenty,80
gray,80
explained,80
russian,80
recognized,80
france,80
indicate,80
features,80
leader,80
expression,79
studied,79
differences,79
knife,79
atmosphere,79
reality,79
desire,79
mentioned,79
separate,79
fair,79
procedure,79
reduced,79
region,79
enter,79
economy,79
nobody,79
mercer,79
maximum,79
master,79
term,79
virginia,78
mission,78
picked,78
tone,78
edge,78
favor,78
literary,78
berlin,78
fast,78
judge,78
traditional,78
secret,78
smaller,78
morgan,78
coffee,78
beside,78
looks,78
rights,77
vocational,77
junior,77
permit,77
response,77
anode,77
follows,77
address,77
writers,77
title,77
believed,77
laid,77
solid,77
election,77
model,77
dog,77
presence,76
everybody,76
formed,76
telephone,76
quiet,76
camp,76
h.,76
round,76
louis,76
watching,76
buildings,76
memory,76
difficulty,76
daughter,76
bottle,76
receive,76
richard,76
hearing,76
treated,75
planned,75
murder,75
turning,75
chapter,75
stayed,75
expressed,75
nice,75
fit,75
upper,75
removed,75
du,75
killed,75
rock,75
vote,75
official,75
faculty,74
increasing,74
valley,74
pointed,74
gain,74
twice,74
wine,74
writer,74
november,74
personnel,74
failed,74
standards,74
positive,74
fourth,74
jones,74
claims,74
frame,74
contrast,74
interior,74
selected,74
send,74
store,74
ability,74
membership,73
advantage,73
kid,73
individuals,73
rich,73
boat,73
brief,73
jewish,73
observed,73
discovered,73
nevertheless,73
communism,73
p,73
pulled,73
powers,73
die,73
rule,73
ordinary,73
command,73
league,73
broke,72
texas,72
detail,72
phase,72
hill,72
plus,72
village,72
fighting,72
somehow,72
assumed,72
allow,72
familiar,72
evil,72
d.,72
increases,72
legal,72
accept,72
china,72
sharp,72
rome,72
faces,72
fields,72
resources,72
beauty,72
items,72
monday,71
song,71
carrying,71
platform,71
rain,71
smiled,71
animal,71
horses,71
wants,71
april,71
historical,71
forth,71
constant,71
factor,71
chosen,71
column,71
proved,71
unity,71
approximately,71
responsible,71
principles,71
aircraft,71
compared,71
universe,71
teachers,70
waited,70
liberal,70
sections,70
fig.,70
independent,70
educational,70
drawn,70
exchange,70
naturally,70
danger,70
san,70
revolution,70
box,70
independence,70
dust,70
walls,70
t,70
buy,70
calls,70
ought,70
shelter,70
clean,70
dogs,70
sweet,70
saturday,70
foot,70
realize,69
seek,69
connection,69
weather,69
fashion,69
levels,69
settled,69
ancient,69
hudson,69
politics,69
lips,69
completed,69
willing,69
electric,69
ordered,69
realized,69
appropriate,68
families,68
statements,68
initial,68
excellent,68
paris,68
largely,68
attorney,68
won,68
baby,68
directed,68
quick,68
actions,68
emotional,68
dry,68
characteristic,68
practical,68
leading,68
article,68
traffic,68
f.,68
minimum,68
stands,68
policies,68
california,68
electronic,68
drew,68
beat,68
projects,68
pictures,68
protection,68
starting,68
frank,68
application,68
signs,68
fifty,68
impact,67
legs,67
chairman,67
wonder,67
dress,67
warm,67
estimated,67
flow,67
asking,67
reference,67
teaching,67
gross,67
occurred,67
background,67
jury,67
sit,67
potential,67
jesus,67
hanover,67
flat,67
career,67
yourself,67
phil,67
answered,67
aside,67
communication,67
thick,67
substantial,66
fingers,66
gets,66
page,66
tomorrow,66
adequate,66
tom,66
ends,66
search,66
chair,66
properties,66
plays,66
senate,66
block,66
declared,66
capable,66
measured,66
cutting,66
significance,66
birth,66
closely,66
ourselves,66
experiments,66
helped,66
relief,66
besides,66
escape,66
r.,66
intellectual,66
issues,66
forest,66
arts,66
jobs,65
headquarters,65
join,65
dominant,65
score,65
somebody,65
shop,65
wore,65
holding,65
objects,65
hung,65
july,65
rapidly,65
supposed,65
discussed,65
parker,65
fund,65
newspaper,65
honor,65
typical,65
achievement,65
object,65
passing,65
imagination,65
sleep,65
employees,65
wilson,65
desk,65
cell,65
grew,64
towards,64
located,64
spiritual,64
bodies,64
explain,64
credit,64
laos,64
yards,64
site,64
primarily,64
guests,64
dream,64
message,64
reasonable,64
resolution,64
artist,64
matters,64
empty,64
belief,64
maintenance,64
rifle,64
aspects,64
relation,63
domestic,63
narrow,63
kill,63
signal,63
no.,63
benefit,63
broken,63
dramatic,63
assume,63
happen,63
sufficient,63
boston,63
unusual,63
wind,63
powerful,63
experiment,63
location,63
contact,63
fellow,63
contemporary,63
highest,63
lewis,63
competition,63
uncle,62
concerning,62
recognize,62
palmer,62
achieved,62
reduce,62
agencies,62
save,62
orchestra,62
portion,62
cool,62
friday,62
extreme,62
soft,62
grow,62
library,62
please,62
equally,62
pleasure,62
speaking,62
billion,62
drove,62
officials,62
snow,62
arrived,62
appeal,62
december,62
struggle,62
internal,62
sets,62
minister,62
greatly,62
homes,62
assignment,62
careful,62
moon,62
rising,62
argument,62
organizations,61
artists,61
beach,61
possibly,61
ideal,61
continuing,61
duty,61
speech,61
britain,61
eat,61
associated,61
commercial,61
shoulder,61
coast,61
vast,61
procedures,61
fat,61
greek,61
european,61
feelings,61
courses,61
tests,61
imagine,61
prices,61
shore,61
eisenhower,61
showing,61
governments,61
acting,61
friendly,61
railroad,61
travel,61
baseball,61
victory,61
metal,61
weapons,61
closer,61
keeping,60
contained,60
learning,60
onto,60
negroes,60
streets,60
stone,60
slow,60
sky,60
la,60
existing,60
ended,60
nose,60
contract,60
setting,60
judgment,60
india,60
machinery,60
stared,60
chemical,60
maintain,60
text,60
garden,60
novel,60
heavily,60
circle,60
goal,60
advance,60
armed,60
joe,60
refused,60
somewhere,60
technique,60
exist,59
uses,59
marine,59
budget,59
housing,59
culture,59
struck,59
painting,59
tension,59
roof,59
ultimate,59
solution,59
headed,59
birds,59
smith,59
providing,59
taste,59
repeated,59
conclusion,59
leg,59
plants,59
task,59
stories,59
tuesday,59
mine,59
finds,59
sexual,59
lie,59
drop,59
parties,59
scale,59
thirty,59
songs,59
tree,59
bible,59
sensitive,59
notice,59
wondered,58
occasion,58
avoid,58
grounds,58
critical,58
establish,58
bear,58
exercise,58
liked,58
lose,58
dictionary,58
previously,58
hole,58
fairly,58
truck,58
perfect,58
player,58
hence,58
orders,58
safe,58
busy,58
soldiers,58
surprised,58
professor,58
roman,58
congo,58
remove,58
useful,58
emphasis,58
understood,58
pale,58
animals,58
commerce,58
unique,58
talked,58
roads,58
dallas,58
causes,58
minor,58
smile,58
joseph,57
becoming,57
apart,57
completion,57
details,57
appearance,57
notes,57
replied,57
enjoyed,57
informed,57
apparent,57
requires,57
majority,57
bay,57
truly,57
alive,57
double,57
hardy,57
flowers,57
spot,57
sample,57
beneath,57
throat,57
shook,57
afraid,57
permitted,57
charged,57
processes,57
combination,57
entrance,57
indian,57
neighborhood,57
goods,57
joined,56
fifteen,56
evident,56
academic,56
confidence,56
bought,56
guess,56
martin,56
pure,56
chinese,56
intensity,56
hat,56
executive,56
apply,56
generation,56
minds,56
regarded,56
draw,56
review,56
granted,56
vision,56
organized,56
represented,56
wild,56
september,56
motor,56
vital,56
loved,56
wage,56
wheel,56
agency,56
entitled,56
spite,56
extended,55
properly,55
win,55
conducted,55
begins,55
wood,55
wright,55
pick,55
improved,55
components,55
fort,55
sounds,55
motion,55
inner,55
identity,55
jews,55
wished,55
runs,55
childhood,55
demands,55
detective,55
divided,55
plenty,55
hero,55
rooms,55
wagon,55
theme,55
tall,55
alfred,55
yellow,55
david,55
device,55
publication,55
sought,55
georgia,55
firms,55
games,55
cross,55
hearst,54
risk,54
guy,54
dear,54
decisions,54
suggest,54
huge,54
rural,54
supported,54
cultural,54
minute,54
create,54
phone,54
worry,54
positions,54
machines,54
trained,54
seat,54
walking,54
l.,54
mantle,54
putting,54
thoughts,54
preparation,54
soil,54
item,54
january,54
measurements,54
faced,54
unable,54
description,54
driver,54
republican,54
interpretation,54
forget,54
lake,54
symbol,54
driving,53
wonderful,53
largest,53
experienced,53
wet,53
payment,53
pont,53
prove,53
disease,53
loose,53
august,53
examples,53
content,53
experiences,53
motors,53
breakfast,53
conflict,53
welfare,53
handle,53
conduct,53
attend,53
spend,53
bitter,53
remarks,53
depth,53
grass,53
absence,53
band,53
percent,53
author,53
chest,53
bedroom,53
vehicles,53
sin,53
pushed,53
japanese,53
breath,53
massachusetts,53
practically,53
speaker,53
slight,53
administrative,53
windows,53
version,53
negative,53
practices,53
crowd,53
troops,53
finding,53
assigned,53
female,53
characteristics,52
flesh,52
establishment,52
element,52
gold,52
centers,52
telling,52
theater,52
eventually,52
detailed,52
introduced,52
lincoln,52
warren,52
guard,52
advanced,52
trust,52
engine,52
correct,52
los,52
arthur,52
stream,52
widely,52
silence,52
developing,52
cousin,52
contrary,52
dozen,52
raise,52
stages,51
opportunities,51
philadelphia,51
conventional,51
ages,51
necessarily,51
pull,51
listen,51
october,51
waves,51
rear,51
estate,51
begun,51
shoulders,51
sick,51
agree,51
uniform,51
approval,51
papers,51
foods,51
investigation,51
supreme,51
foundation,51
boats,51
easier,51
surprise,51
abroad,51
elections,51
advice,51
institute,51
moscow,51
nodded,51
colors,51
situations,51
views,51
gradually,51
achieve,51
devoted,51
angle,51
choose,50
automobile,50
chain,50
convinced,50
knowing,50
worse,50
expense,50
laughed,50
moments,50
fill,50
hills,50
charlie,50
edward,50
via,50
manufacturers,50
assembly,50
pair,50
extremely,50
conversation,50
television,50
courts,50
efficiency,50
issued,50
papa,50
proud,50
burning,50
brilliant,50
extra,50
fundamental,50
desired,50
wooden,50
towns,50
latin,50
noticed,50
mention,50
angeles,50
advertising,50
conviction,50
soul,50
watson,50
protestant,50
welcome,50
tiny,50
consideration,49
operator,49
passage,49
cuba,49
impressive,49
navy,49
incident,49
taught,49
ride,49
creative,49
payments,49
tendency,49
strike,49
millions,49
acceptance,49
firmly,49
depends,49
measures,49
roberts,49
d,49
missile,49
tragedy,49
count,49
milk,49
cook,49
silent,49
sports,49
partly,49
leaves,49
till,49
request,49
employed,49
constitution,49
integration,48
screen,48
anger,48
attitudes,48
suit,48
shooting,48
maintained,48
twelve,48
grand,48
precisely,48
intelligence,48
destroy,48
jr.,48
plain,48
operate,48
swung,48
cry,48
holy,48
comparison,48
drinking,48
grant,48
mile,48
royal,48
alexander,48
pink,48
formal,48
occasionally,48
tired,48
sorry,48
limit,48
quietly,48
concrete,48
poem,48
personality,48
hopes,48
hoped,48
opera,48
liquid,48
resistance,48
liberty,47
bonds,47
fears,47
rolled,47
prior,47
thousands,47
surely,47
considering,47
honest,47
functions,47
patterns,47
jess,47
movements,47
deny,47
mayor,47
models,47
periods,47
northern,47
stairs,47
creation,47
ai,47
expenses,47
medium,47
bills,47
expansion,47
wearing,47
congregation,47
ring,47
remarkable,47
reader,47
humor,47
skin,47
concentration,47
artery,47
february,47
instrument,47
italian,47
engaged,47
rayburn,47
supplies,47
denied,47
everywhere,47
lights,47
unknown,47
numerous,47
provision,47
boards,47
mere,47
blind,47
pocket,47
aspect,47
mail,47
testimony,47
luck,47
safety,47
employment,47
essentially,47
singing,47
vacation,47
representative,47
sold,47
purchase,47
lucy,46
centuries,46
chamber,46
doctrine,46
violence,46
bond,46
equivalent,46
shut,46
pilot,46
identified,46
precision,46
decade,46
curious,46
insurance,46
anyway,46
losses,46
dangerous,46
panels,46
fiction,46
u.n,46
recommended,46
difficulties,46
weakness,46
flight,46
brain,46
atomic,46
loan,46
superior,46
shares,46
wave,46
avenue,46
mama,46
opposition,46
threw,46
conscious,46
electrical,46
fought,46
salt,46
relative,46
adams,46
native,46
trend,46
encourage,46
target,46
seriously,46
adam,46
anne,46
legislation,46
award,46
calling,45
universal,45
approached,45
intended,45
agent,45
kate,45
qualities,45
diameter,45
elsewhere,45
dollar,45
africa,45
adopted,45
linda,45
percentage,45
mold,45
prime,45
terrible,45
expenditures,45
taxes,45
contain,45
offices,45
includes,45
/3,45
load,45
promise,45
promised,45
valuable,45
ballet,45
charges,45
peter,45
offers,45
interference,45
ice,45
manchester,45
cast,45
residential,45
angry,45
impression,45
g.,45
anybody,45
sheet,45
cup,45
lawyer,45
depend,45
feels,45
meat,45
riding,45
containing,45
pennsylvania,45
mounted,45
curve,45
discovery,45
sum,45
referred,45
engineering,45
steel,45
arranged,44
lovely,44
answers,44
changing,44
lies,44
spirits,44
f,44
burden,44
driven,44
origin,44
asia,44
developments,44
sale,44
mobile,44
ships,44
hundreds,44
suffering,44
carl,44
brush,44
seeking,44
pounds,44
slaves,44
orleans,44
amounts,44
fun,44
wisdom,44
mostly,44
hans,44
path,44
johnson,44
francisco,44
contribute,44
opinions,44
helping,44
enjoy,44
odd,44
errors,44
expensive,44
continuous,44
admitted,44
snake,44
confusion,44
tables,44
volumes,44
recognition,44
confused,44
rachel,44
shoes,44
heaven,44
thickness,44
climbed,44
fired,44
collected,44
considerably,44
younger,44
listed,44
extensive,44
warning,44
nearby,44
acres,44
accomplished,44
raw,43
saved,43
whenever,43
explanation,43
insisted,43
washing,43
resulting,43
route,43
believes,43
switch,43
grown,43
bureau,43
oxygen,43
transportation,43
occur,43
pike,43
thompson,43
i.e.,43
external,43
dirt,43
mental,43
marketing,43
republic,43
coat,43
henrietta,43
pope,43
scotty,43
environment,43
reaching,43
suffered,43
consists,43
stranger,43
tend,43
dancing,43
lifted,43
recreation,43
catch,43
mountains,43
porch,43
pace,43
dealing,43
iron,43
mankind,43
cloth,43
separated,43
heads,43
readily,43
drama,43
pride,43
rapid,43
investment,43
comfort,43
emotions,43
concerns,43
salary,43
identification,43
darkness,43
flying,43
brothers,43
liquor,43
tour,43
technology,43
recorded,43
replaced,42
appointed,42
obtain,42
varied,42
exists,42
waters,42
increasingly,42
weapon,42
seeds,42
hate,42
guns,42
varying,42
dean,42
smooth,42
distinguished,42
reflected,42
co.,42
editorial,42
reduction,42
distinct,42
prison,42
regional,42
excess,42
e,42
crossed,42
touched,42
sufficiently,42
holds,42
comment,42
express,42
demanded,42
institution,42
nineteenth,42
urban,42
mississippi,42
civilization,42
journal,42
muscle,42
reactions,42
walter,42
particles,42
throw,42
fed,42
bound,42
golden,42
skill,42
possibilities,42
wages,42
bag,42
wire,42
threat,42
queen,42
anxiety,42
warfare,42
lots,42
unlike,42
ease,42
match,41
opposed,41
atoms,41
sell,41
steady,41
arc,41
whereas,41
favorite,41
cooling,41
rare,41
neighbors,41
shift,41
bob,41
storage,41
participation,41
sake,41
bread,41
proposal,41
illinois,41
limits,41
lawrence,41
drug,41
societies,41
constantly,41
spending,41
describe,41
treasury,41
'em,41
self,41
teach,41
smoke,41
visited,41
ggr,41
display,41
downtown,41
legislature,41
musicians,41
pleased,41
rough,41
host,41
seed,41
distinction,41
democrats,41
writes,41
involves,41
representatives,41
comparable,41
virtually,41
continues,41
stepped,41
communities,41
vice,41
restaurant,41
shakespeare,41
senator,41
customers,41
tissue,41
rarely,41
removal,41
remaining,41
reply,41
o'clock,41
assumption,41
automatic,40
guidance,40
t.,40
exception,40
visual,40
curt,40
approved,40
afford,40
shouted,40
proof,40
regions,40
focus,40
palace,40
highway,40
happens,40
maris,40
handsome,40
goals,40
winston,40
magazine,40
grace,40
conscience,40
funny,40
indicates,40
languages,40
drawing,40
permanent,40
regarding,40
existed,40
presumably,40
combined,40
notion,40
missed,40
atlantic,40
code,40
legislative,40
rode,40
desegregation,40
shear,40
engineer,40
personally,40
n,40
shared,40
joy,40
eleven,40
